1,1.26981e-06
2,1.15760e-06
3,1.37529e-06
4,1.23568e-06
5,1.36599e-06
6,1.33806e-06
7,1.34438e-06
8,1.39644e-06
9,1.31737e-06
10,1.18638e-06
11,1.26306e-06
12,1.35384e-06
13,1.27075e-06
14,1.36120e-06
15,1.27371e-06
16,1.37709e-06
17,1.42553e-06
18,1.26129e-06
19,1.36698e-06
20,1.37163e-06
21,1.19060e-06
22,1.39390e-06
23,1.39124e-06
24,1.28166e-06
25,1.33602e-06
26,1.43592e-06
27,1.42144e-06
28,1.41862e-06
29,1.43039e-06
30,1.41597e-06
31,1.44580e-06
32,1.42037e-06
33,1.42515e-06
34,1.32587e-06
35,1.42715e-06
36,1.35920e-06
37,1.38668e-06
38,1.41433e-06
39,1.61121e-06
40,1.51025e-06
41,1.46281e-06
42,1.39333e-06
43,1.41749e-06
44,1.44017e-06
45,1.40876e-06
46,1.44401e-06
47,1.46864e-06
48,1.44317e-06
49,1.44160e-06
50,1.39634e-06
51,1.45622e-06
52,1.46800e-06
53,1.25857e-06
54,1.33573e-06
55,1.39568e-06
56,1.47693e-06
57,1.48968e-06
58,1.35635e-06
59,1.32682e-06
60,1.50224e-06
61,1.49182e-06
62,1.42879e-06
63,1.50312e-06
64,1.51566e-06
65,1.51898e-06
66,1.61684e-06
67,1.61135e-06
68,1.42898e-06
69,1.57875e-06
70,1.60126e-06
71,1.56133e-06
72,1.59376e-06
73,1.65324e-06
74,1.52167e-06
75,1.60837e-06
76,1.68684e-06
77,1.60294e-06
78,1.65300e-06
79,1.61672e-06
80,1.64851e-06
81,1.65846e-06
82,1.45540e-06
83,1.60079e-06
84,1.67673e-06
85,1.68430e-06
86,1.66392e-06
87,1.68878e-06
88,1.54959e-06
89,1.55134e-06
90,1.72514e-06
91,1.74444e-06
92,1.56031e-06
93,1.68074e-06
94,1.79757e-06
95,1.63096e-06
96,1.61688e-06
97,1.50890e-06
98,1.60935e-06
99,1.68078e-06
100,1.58595e-06
101,1.76349e-06
102,1.65859e-06
103,1.66477e-06
104,1.57210e-06
105,1.68246e-06
106,1.53725e-06
107,1.56877e-06
108,1.59568e-06
109,1.66868e-06
110,1.54454e-06
111,1.58222e-06
112,1.67197e-06
113,1.69793e-06
